PL_07
           i           j   heigt(m a.s.l.)
           2          21       478.9246
           2          22       471.6017
           2          23       464.6165
           2          24       456.4248
           2          25       457.0635
           2          26       455.7052
           2          27       444.7860
           2          28       428.7914
           2          29       414.1257
           2          30       407.2205
           2          31       406.4660
           2          32       410.5220
           2          33       415.6222
           2          34       417.3103
           2          35       417.4492
           2          36       424.7599
           2          37       427.9772
           2          38       422.4580
           2          39       432.9013
           2          40       448.5332
           2          41       437.9920
           2          42       425.3240
           2          43       436.8011
           2          44       473.8519
           2          45       518.1445
           2          46       553.4290
           2          47       592.4544
           2          48       614.2198
           2          49       606.8770
           2          50       602.8287
           2          51       603.5271
           2          52       587.3558
           2          53       563.3010
           2          54       534.6655
           2          55       502.6335
           2          56       470.7194
           2          57       438.6270
           2          58       400.1025
           2          59       359.0692
           2          60       328.7473
           2          61       304.0625
           2          62       283.1939
           2          63       259.0947
           2          64       238.6398
           2          65       213.0796
           2          66       184.3088
           2          67       157.3449
           2          68       133.0626
           2          69       115.8634
           2          70       109.1653
           2          71       108.6167
           2          72       107.4070
           2          73       105.1126
           2          74        94.1243
           2          75        83.3670
           2          76        76.1485
           2          77        69.8952
           2          78        66.2399
           2          79        66.8766
           2          80        71.1059
           2          81        72.7231
           2          82        69.1750
           2          83        62.5598
           2          84        54.5047
           2          85        45.9151
           2          86        40.4811
           2          87        37.4739
           2          88        35.0984
           2          89        35.0127
           2          90        35.3767
           2          91        34.2784
           2          92        30.2405
           2          93        28.4165
           2          94        29.6605
           2          95        32.6563
           2          96        39.3627
           2          97        48.1395
           2          98        54.7225
           2          99        58.9305
           2         100        65.9268
           2         101        71.4696
           2         102        68.3341
           2         103        64.8270
           2         104        62.0546
           2         105        57.4560
           2         106        50.0602
           2         107        41.9838
           2         108        34.9114
           2         109        29.8980
           2         110        32.1261
           2         111        32.7521
           2         112        33.7596
           2         113        32.1774
           2         114        22.0215
           2         115        14.0354
           2         116         6.8432
           2         117         2.5565
           2         118         0.0146
           2         119         0.0000
           2         120         0.0000
           2         121         0.6871
           2         122         1.9230
           2         123         2.5531
           2         124         4.1360
           2         125         5.0591
           2         126         3.9103
           2         127         4.9870
           2         128        11.5335
           2         129        13.2828
           2         130        13.4543
           2         131        23.0127
           2         132        31.7159
           2         133        30.5474
           2         134        29.5727
           2         135        32.5443
           2         136        36.3728
           2         137        38.2228
           2         138        34.1407
           2         139        25.5194
           2         140        20.1995
           2         141        16.6660
           2         142        11.5058
           2         143         8.4640
           2         144         6.3305
           2         145         3.2496
           2         146         1.2256
           3           1      2304.7832
           3           2      2280.4717
           3           3      2041.7822
           3           4      1816.9375
           3           5      1696.1348
           3           6      1391.1703
           3           7      1045.8224
           3           8       885.7499
           3           9       829.1390
           3          10       827.9042
           3          11       797.6677
           3          12       677.9251
           3          13       561.7725
           3          14       511.4922
           3          15       499.0515
           3          16       491.3257
           3          17       495.4192
           3          18       512.0890
           3          19       519.2238
           3          20       495.0289
           3          21       477.1137
           3          22       478.1715
           3          23       474.7474
           3          24       458.9129
           3          25       445.2348
           3          26       446.3936
           3          27       446.0914
           3          28       431.5186
           3          29       411.9416
           3          30       399.0134
           3          31       386.9562
           3          32       382.4909
           3          33       391.3597
           3          34       401.1963
           3          35       403.8940
           3          36       402.7785
           3          37       403.8171
           3          38       410.1349
           3          39       431.8989
           3          40       449.1521
           3          41       435.5851
           3          42       431.0110
           3          43       449.1379
           3          44       482.3593
           3          45       516.0568
           3          46       548.9175
           3          47       584.1032
           3          48       592.4758
           3          49       577.2299
           3          50       581.4645
           3          51       611.7743
           3          52       614.1055
           3          53       575.7825
           3          54       527.7685
           3          55       484.2991
           3          56       447.2896
           3          57       418.2512
           3          58       389.0932
           3          59       356.8794
           3          60       324.0135
           3          61       297.4364
           3          62       277.2649
           3          63       259.9815
           3          64       237.2996
           3          65       198.2157
           3          66       167.1371
           3          67       146.3073
           3          68       128.4779
           3          69       113.9714
           3          70       106.2687
           3          71       108.7949
           3          72       106.5110
           3          73        97.6400
           3          74        87.7428
           3          75        81.9661
           3          76        75.7242
           3          77        67.5492
           3          78        66.5470
           3          79        71.5430
           3          80        77.8994
           3          81        81.9279
           3          82        82.4085
           3          83        74.2375
           3          84        59.0090
           3          85        45.6401
           3          86        38.8210
           3          87        35.3656
           3          88        33.3615
           3          89        35.4150
           3          90        37.3304
           3          91        34.9136
           3          92        29.7929
           3          93        29.5730
           3          94        34.7177
           3          95        40.3768
           3          96        49.6493
           3          97        62.4857
           3          98        68.1771
           3          99        69.9534
           3         100        74.0011
           3         101        72.9946
           3         102        69.6382
           3         103        66.3879
           3         104        61.4094
           3         105        56.3624
           3         106        51.0489
           3         107        42.9708
           3         108        29.7310
           3         109        22.6505
           3         110        26.7184
           3         111        28.8683
           3         112        26.8753
           3         113        24.7286
           3         114        17.8719
           3         115        10.2834
           3         116         4.8430
           3         117         1.9174
           3         118         0.1963
           3         119         0.0402
           3         120         0.0008
           3         121         0.2941
           3         122         0.9203
           3         123         1.2146
           3         124         2.2771
           3         125         2.6582
           3         126         2.1095
           3         127         4.9006
           3         128         9.9565
           3         129         9.2140
           3         130         7.4376
           3         131        15.1085
           3         132        24.3131
           3         133        24.6713
           3         134        22.2714
           3         135        21.9499
           3         136        23.1833
           3         137        29.2049
           3         138        30.9683
           3         139        22.9209
           3         140        18.0868
           3         141        19.4862
           3         142        16.6098
           3         143        12.5968
           3         144        12.0674
           3         145         8.2496
           3         146         2.4734
           4           1      2265.5945
           4           2      2302.6663
           4           3      1962.3308
           4           4      1565.6078
           4           5      1619.1343
           4           6      1484.2269
           4           7      1144.3789
           4           8      1012.7311
           4           9       987.1594
           4          10       903.2187
           4          11       875.9169
           4          12       845.4492
           4          13       655.3839
           4          14       516.5478
           4          15       507.7781
           4          16       501.2603
           4          17       493.6604
           4          18       495.0668
           4          19       496.9287
           4          20       476.5549
           4          21       467.8085
           4          22       476.4500
           4          23       479.3751
           4          24       470.8977
           4          25       444.3407
           4          26       427.5464
           4          27       435.9639
           4          28       426.1598
           4          29       398.2083
           4          30       378.4338
           4          31       359.1799
           4          32       367.6828
           4          33       414.6848
           4          34       436.8020
           4          35       413.7002
           4          36       399.2595
           4          37       410.0545
           4          38       426.5230
           4          39       444.9063
           4          40       470.9218
           4          41       483.3524
           4          42       494.0873
           4          43       522.0598
           4          44       537.6840
           4          45       523.5970
           4          46       522.8361
           4          47       547.8281
           4          48       561.4703
           4          49       551.7905
           4          50       553.1859
           4          51       595.1877
           4          52       611.2146
           4          53       584.6510
           4          54       568.7787
           4          55       539.7593
           4          56       476.6165
           4          57       426.4092
           4          58       396.6841
           4          59       365.1726
           4          60       330.1436
           4          61       298.0044
           4          62       274.5894
           4          63       261.4269
           4          64       231.5473
           4          65       181.7606
           4          66       150.8383
           4          67       135.5850
           4          68       124.8537
           4          69       116.0305
           4          70       112.5150
           4          71       115.1594
           4          72       104.5852
           4          73        89.7186
           4          74        84.3188
           4          75        81.8851
           4          76        75.6373
           4          77        67.3407
           4          78        68.6158
           4          79        78.9531
           4          80        89.2108
           4          81        98.0197
           4          82       101.2171
           4          83        87.7378
           4          84        64.1071
           4          85        45.4725
           4          86        37.5418
           4          87        33.1865
           4          88        31.3506
           4          89        33.8904
           4          90        34.1642
           4          91        31.1390
           4          92        28.4136
           4          93        28.9913
           4          94        36.1233
           4          95        44.7101
           4          96        53.9539
           4          97        67.6822
           4          98        75.8285
           4          99        82.1925
           4         100        89.2544
           4         101        84.6844
           4         102        79.0372
           4         103        74.5100
           4         104        66.8846
           4         105        59.8463
           4         106        54.9270
           4         107        45.4786
           4         108        29.2949
           4         109        24.8914
           4         110        31.8226
           4         111        33.1202
           4         112        33.1545
           4         113        34.1281
           4         114        27.2613
           4         115        14.0758
           4         116         4.3697
           4         117         1.6334
           4         118         0.4884
           4         119         0.1899
           4         120         0.0000
           4         121         0.0400
           4         122         0.3284
           4         123         0.3971
           4         124         0.3722
           4         125         0.2189
           4         126         1.6937
           4         127         4.7811
           4         128         3.4838
           4         129         2.0042
           4         130         2.8673
           4         131         3.8694
           4         132        11.1247
           4         133        17.3159
           4         134        13.6885
           4         135         8.0441
           4         136         7.7366
           4         137        14.2201
           4         138        22.0188
           4         139        21.7423
           4         140        21.0268
           4         141        27.5661
           4         142        28.7100
           4         143        21.8860
           4         144        17.5724
           4         145        12.6611
           4         146         4.9856
           5           1      2030.2839
           5           2      2153.9822
           5           3      1954.0842
           5           4      1602.7144
           5           5      1532.6873
           5           6      1532.8716
           5           7      1229.3739
           5           8      1008.8378
           5           9      1032.8260
           5          10       961.3046
           5          11       951.5132
           5          12       981.6948
           5          13       707.1439
           5          14       509.5833
           5          15       532.6868
           5          16       543.9053
           5          17       534.9849
           5          18       497.0545
           5          19       451.3786
           5          20       438.7112
           5          21       459.0260
           5          22       475.3052
           5          23       474.5489
           5          24       471.4843
           5          25       447.7705
           5          26       416.1467
           5          27       423.5637
           5          28       418.6827
           5          29       382.4363
           5          30       350.3279
           5          31       338.6336
           5          32       398.2516
           5          33       502.2353
           5          34       507.5029
           5          35       427.9611
           5          36       415.2232
           5          37       449.6497
           5          38       462.7167
           5          39       493.6071
           5          40       545.4442
           5          41       558.2787
           5          42       553.8188
           5          43       612.9944
           5          44       661.8209
           5          45       612.5680
           5          46       579.2722
           5          47       589.7108
           5          48       555.1467
           5          49       491.3790
           5          50       479.3308
           5          51       542.8307
           5          52       598.9958
           5          53       633.7291
           5          54       683.4352
           5          55       660.8402
           5          56       550.9011
           5          57       463.7807
           5          58       409.7881
           5          59       351.0764
           5          60       306.2014
           5          61       278.3890
           5          62       260.9276
           5          63       239.5494
           5          64       204.7473
           5          65       170.7148
           5          66       149.1930
           5          67       137.0795
           5          68       126.9870
           5          69       119.5148
           5          70       119.9826
           5          71       120.2380
           5          72       104.8666
           5          73        86.3735
           5          74        83.5941
           5          75        89.3330
           5          76        81.9133
           5          77        66.9965
           5          78        72.3909
           5          79        93.5882
           5          80       111.8179
           5          81       130.2955
           5          82       132.1164
           5          83       104.0810
           5          84        69.0924
           5          85        43.7914
           5          86        33.7895
           5          87        31.3489
           5          88        29.9315
           5          89        30.7086
           5          90        30.4482
           5          91        29.4221
           5          92        29.4194
           5          93        29.9793
           5          94        34.6372
           5          95        42.5676
           5          96        49.0745
           5          97        58.9037
           5          98        70.5791
           5          99        81.6434
           5         100        87.4329
           5         101        84.9249
           5         102        85.6597
           5         103        83.7558
           5         104        74.0429
           5         105        66.3678
           5         106        62.8295
           5         107        54.1263
           5         108        42.9257
           5         109        42.4832
           5         110        41.9462
           5         111        36.0337
           5         112        35.4219
           5         113        41.2851
           5         114        39.5627
           5         115        21.6378
           5         116         5.5796
           5         117         1.1844
           5         118         0.5439
           5         119         0.3719
           5         120         0.0795
           5         121         0.0052
           5         122         0.0498
           5         123         0.1001
           5         124         0.0729
           5         125         0.0432
           5         126         0.2542
           5         127         7.9069
           5         128        12.2179
           5         129         4.2848
           5         130         0.9467
           5         131         1.2359
           5         132         6.3774
           5         133        14.7718
           5         134         9.7149
           5         135         1.3450
           5         136         1.5963
           5         137         2.0268
           5         138         7.5704
           5         139        18.6635
           5         140        28.4551
           5         141        36.4971
           5         142        38.0590
           5         143        28.1790
           5         144        21.4808
           5         145        15.0570
           5         146         7.2231
           6           1      1828.2280
           6           2      1954.6482
           6           3      1861.3855
           6           4      1646.5326
           6           5      1580.6390
           6           6      1580.3416
           6           7      1348.8853
           6           8      1096.3315
           6           9      1130.8645
           6          10      1122.5403
           6          11      1041.9956
           6          12       940.1960
           6          13       654.9304
           6          14       512.1420
           6          15       548.4333
           6          16       557.5255
           6          17       544.1469
           6          18       497.6771
           6          19       433.5908
           6          20       411.0666
           6          21       443.3271
           6          22       468.0835
           6          23       470.2004
           6          24       465.4895
           6          25       443.5023
           6          26       410.9351
           6          27       399.7632
           6          28       397.5166
           6          29       368.8441
           6          30       326.4286
           6          31       330.1785
           6          32       430.5012
           6          33       546.1569
           6          34       528.0244
           6          35       423.3069
           6          36       426.0308
           6          37       482.7620
           6          38       480.3117
           6          39       536.6395
           6          40       628.1180
           6          41       608.4836
           6          42       561.0077
           6          43       622.2526
           6          44       683.6561
           6          45       651.6104
           6          46       645.0631
           6          47       670.1182
           6          48       625.5781
           6          49       527.7952
           6          50       461.2511
           6          51       515.9264
           6          52       622.8420
           6          53       696.8760
           6          54       780.2469
           6          55       769.8632
           6          56       638.5791
           6          57       511.9838
           6          58       408.8163
           6          59       334.1508
           6          60       297.4373
           6          61       274.9100
           6          62       259.7885
           6          63       235.5381
           6          64       199.7973
           6          65       171.7868
           6          66       155.8922
           6          67       151.8831
           6          68       144.1136
           6          69       132.1966
           6          70       129.6582
           6          71       123.2942
           6          72       104.1400
           6          73        89.4657
           6          74       100.4955
           6          75       117.6729
           6          76        98.5887
           6          77        67.1631
           6          78        78.8776
           6          79       118.8448
           6          80       137.2752
           6          81       140.9468
           6          82       136.5889
           6          83       103.8813
           6          84        64.1752
           6          85        40.8568
           6          86        30.9141
           6          87        30.5102
           6          88        31.5097
           6          89        31.4154
           6          90        33.2865
           6          91        31.9393
           6          92        29.2606
           6          93        31.2377
           6          94        36.4410
           6          95        42.3638
           6          96        48.7758
           6          97        57.5145
           6          98        66.8034
           6          99        73.8467
           6         100        75.8851
           6         101        74.8075
           6         102        78.3736
           6         103        78.3912
           6         104        72.0757
           6         105        72.6015
           6         106        67.1624
           6         107        54.1029
           6         108        49.4712
           6         109        46.7900
           6         110        43.4934
           6         111        37.3224
           6         112        30.4318
           6         113        32.7749
           6         114        34.9780
           6         115        25.0738
           6         116        11.2993
           6         117         3.5198
           6         118         0.7197
           6         119         0.3849
           6         120         0.2076
           6         121         0.0000
           6         122         0.0000
           6         123         0.0000
           6         124         0.0000
           6         125         0.0000
           6         126         0.0000
           6         127        12.4327
           6         128        20.9932
           6         129         7.0616
           6         130         0.0000
           6         131         0.0000
           6         132         1.7361
           6         133         4.4999
           6         134         2.6807
           6         135         0.0391
           6         136         0.0000
           6         137         0.0000
           6         138         2.2000
           6         139        12.5331
           6         140        23.9283
           6         141        28.4050
           6         142        24.2558
           6         143        20.9211
           6         144        21.6255
           6         145        18.2608
           6         146        13.3776
           7           1      1771.5984
           7           2      1934.9696
           7           3      1863.1914
           7           4      1627.7650
           7           5      1539.6176
           7           6      1500.3274
           7           7      1323.5938
           7           8      1267.1030
           7           9      1342.0068
           7          10      1245.6741
           7          11      1043.9990
           7          12       865.4595
           7          13       709.2867
           7          14       601.7230
           7          15       547.0209
           7          16       521.3468
           7          17       496.1676
           7          18       474.2458
           7          19       431.9625
           7          20       407.2263
           7          21       436.9432
           7          22       456.9865
           7          23       461.3078
           7          24       456.9192
           7          25       437.5986
           7          26       405.9268
           7          27       370.4374
           7          28       360.9340
           7          29       348.3320
           7          30       321.5423
           7          31       337.2871
           7          32       429.3146
           7          33       515.0929
           7          34       495.2117
           7          35       412.8699
           7          36       409.1999
           7          37       499.3561
           7          38       562.0764
           7          39       604.9948
           7          40       642.6110
           7          41       603.8567
           7          42       553.0797
           7          43       563.1906
           7          44       570.3568
           7          45       563.4780
           7          46       589.0457
           7          47       646.1967
           7          48       713.5934
           7          49       708.4148
           7          50       576.4811
           7          51       497.7838
           7          52       572.7656
           7          53       711.1947
           7          54       849.2102
           7          55       825.9022
           7          56       659.4200
           7          57       531.7342
           7          58       450.4965
           7          59       392.9016
           7          60       363.6432
           7          61       336.9865
           7          62       290.5067
           7          63       246.8573
           7          64       221.9202
           7          65       197.4427
           7          66       173.9584
           7          67       160.1422
           7          68       146.5700
           7          69       135.9500
           7          70       131.6250
           7          71       119.9129
           7          72       103.1565
           7          73       100.4259
           7          74       121.4619
           7          75       130.8310
           7          76        99.3327
           7          77        68.5952
           7          78        82.7973
           7          79       126.2659
           7          80       141.3843
           7          81       118.6685
           7          82        93.0189
           7          83        66.9535
           7          84        49.7495
           7          85        44.9948
           7          86        36.6247
           7          87        31.1320
           7          88        32.3226
           7          89        33.0253
           7          90        33.6482
           7          91        32.2500
           7          92        28.8645
           7          93        31.8467
           7          94        38.7319
           7          95        45.6631
           7          96        58.1393
           7          97        71.3543
           7          98        77.1960
           7          99        78.3293
           7         100        75.5633
           7         101        70.4047
           7         102        67.1590
           7         103        65.1894
           7         104        67.5094
           7         105        72.4729
           7         106        57.4359
           7         107        37.0917
           7         108        31.4662
           7         109        27.0440
           7         110        32.4292
           7         111        33.3609
           7         112        22.7463
           7         113        17.7679
           7         114        19.7683
           7         115        23.4423
           7         116        17.3783
           7         117         7.0879
           7         118         1.9335
           7         119         0.2634
           7         120         0.0000
           7         121         0.0000
           7         122         0.0000
           7         123         0.0000
           7         124         0.0000
           7         125         0.0000
           7         126         0.2379
           7         127         4.5610
           7         128         6.8912
           7         129         2.1696
           7         130         0.0000
           7         131         0.0632
           7         132         0.0000
           7         133         0.0000
           7         134         0.0000
           7         135         0.0000
           7         136         0.0000
           7         137         0.7724
           7         138         1.8434
           7         139         2.8206
           7         140         4.9471
           7         141         5.7365
           7         142         5.9685
           7         143         8.9313
           7         144        16.7023
           7         145        22.3082
           7         146        24.1208
           8           1      1805.3477
           8           2      1978.5986
           8           3      1987.7988
           8           4      1668.1465
           8           5      1409.6724
           8           6      1296.8198
           8           7      1200.3945
           8           8      1339.5693
           8           9      1348.6812
           8          10      1133.1235
           8          11       956.6754
           8          12       829.5392
           8          13       752.1556
           8          14       605.8515
           8          15       476.7397
           8          16       452.3889
           8          17       448.3690
           8          18       445.6959
           8          19       412.5296
           8          20       403.5300
           8          21       441.9149
           8          22       451.0900
           8          23       447.5109
           8          24       444.7402
           8          25       425.1097
           8          26       397.4979
           8          27       363.0865
           8          28       336.2685
           8          29       312.2802
           8          30       328.9335
           8          31       437.1783
           8          32       550.1489
           8          33       552.2350
           8          34       483.4093
           8          35       443.2404
           8          36       435.3489
           8          37       512.7522
           8          38       645.1834
           8          39       645.6421
           8          40       555.7759
           8          41       510.8292
           8          42       504.7634
           8          43       500.5907
           8          44       488.1591
           8          45       498.9396
           8          46       553.2535
           8          47       636.8974
           8          48       725.5953
           8          49       753.6083
           8          50       645.5019
           8          51       477.4657
           8          52       447.7355
           8          53       643.0981
           8          54       876.1237
           8          55       860.1704
           8          56       661.4534
           8          57       552.6718
           8          58       540.3494
           8          59       486.0687
           8          60       412.2178
           8          61       371.3291
           8          62       320.3647
           8          63       264.6317
           8          64       238.9917
           8          65       224.4877
           8          66       194.7174
           8          67       165.4314
           8          68       151.1757
           8          69       139.2596
           8          70       133.1407
           8          71       124.6893
           8          72       107.6913
           8          73       106.5782
           8          74       115.4450
           8          75       104.7474
           8          76        79.9184
           8          77        68.5556
           8          78        82.0535
           8          79       111.2452
           8          80       123.8024
           8          81       101.7548
           8          82        65.7858
           8          83        46.4834
           8          84        48.1977
           8          85        48.6010
           8          86        40.8661
           8          87        32.9494
           8          88        32.3639
           8          89        34.6597
           8          90        31.6158
           8          91        28.7580
           8          92        29.4135
           8          93        34.6309
           8          94        41.3240
           8          95        47.1418
           8          96        61.3622
           8          97        76.7760
           8          98        81.0996
           8          99        79.9160
           8         100        75.2015
           8         101        68.2556
