EMEP_04x04
           i           j   heigt(m a.s.l.)
           6          73         0.0000
           6          74         0.0000
           6          75         0.0000
           6          76         0.0000
           6          77         0.0000
           6          78         0.0000
           6          79         0.0000
           6          80         0.0000
           6          81         0.0000
           6          82         0.0000
           6          83         0.0000
           6          84         0.0000
           6          85         0.0000
           6          86         0.0000
           6          87         0.0000
           6          88         0.0000
           6          89         0.0000
           6          90         0.0048
           6          91         0.0234
           6          92         0.0016
           6          93         0.6152
           6          94         0.7999
           6          95         3.6845
           6          96        59.3792
           6          97       632.0669
           6          98      1613.2660
           6          99      2034.4149
           6         100      1537.8022
           6         101       886.3078
           6         102       531.9119
           6         103       622.6949
           6         104       853.7004
           6         105      1049.7107
           6         106      1370.2172
           6         107      1375.9052
           6         108      1282.5139
           6         109      1390.6865
           6         110      1539.3964
           6         111      1815.8845
           6         112      2120.8037
           6         113      2303.6384
           6         114      2320.3335
           6         115      2251.6318
           6         116      2172.9258
           6         117      2060.2637
           6         118      1880.8269
           6         119      1690.1174
           6         120      1502.6737
           6         121      1337.5510
           6         122      1273.3409
           6         123      1243.2179
           6         124      1229.6177
           6         125      1258.4852
           6         126      1198.5868
           6         127      1020.0118
           6         128       840.7748
           6         129       662.9958
           6         130       575.8682
           7           1         0.0000
           7           2         0.0000
           7           3         0.0000
           7           4         0.0000
           7           5         0.0000
           7           6         0.0000
           7           7         0.0000
           7           8         0.0000
           7           9         0.0000
           7          10         0.0000
           7          11         0.0000
           7          12         0.0000
           7          13         0.0000
           7          14         0.0000
           7          15         0.0000
           7          16         0.0000
           7          17         0.0000
           7          18         0.0000
           7          19         0.0029
           7          20         0.0000
           7          21         9.3485
           7          22        23.7413
           7          23         9.5859
           7          24         0.0000
           7          25         0.0000
           7          26         0.0000
           7          27         0.0000
           7          28         0.0000
           7          29         0.0000
           7          30         0.0000
           7          31         0.0000
           7          32         0.0000
           7          33         0.0000
           7          34         0.0000
           7          35         0.0000
           7          36         0.0000
           7          37         0.0000
           7          38         0.0000
           7          39         0.0000
           7          40         0.0000
           7          41         0.0000
           7          42         0.0000
           7          43         0.0000
           7          44         0.0000
           7          45         0.0000
           7          46         0.0000
           7          47         0.0000
           7          48         0.0000
           7          49         0.0000
           7          50         0.0000
           7          51         0.0000
           7          52         0.0000
           7          53         0.0000
           7          54         0.0000
           7          55         0.0000
           7          56         0.0000
           7          57         0.0000
           7          58         0.0000
           7          59         0.0000
           7          60         0.0000
           7          61         0.0000
           7          62         0.0000
           7          63         0.0000
           7          64         0.0000
           7          65         0.0000
           7          66         0.0000
           7          67         0.0000
           7          68         0.0000
           7          69         0.0000
           7          70         0.0000
           7          71         0.0000
           7          72         0.0000
           7          73         0.0000
           7          74         0.0000
           7          75         0.0000
           7          76         0.0000
           7          77         0.0000
           7          78         0.0000
           7          79         0.0000
           7          80         0.0000
           7          81         0.0000
           7          82         0.0000
           7          83         0.0000
           7          84         0.0000
           7          85         0.0000
           7          86         0.0000
           7          87         0.0000
           7          88         0.0000
           7          89         0.0000
           7          90         0.0000
           7          91         0.0000
           7          92         0.0000
           7          93         0.0000
           7          94         0.0000
           7          95         0.0000
           7          96         0.0000
           7          97       439.0340
           7          98      1478.7218
           7          99      1999.6685
           7         100      1399.0681
           7         101       823.1995
           7         102       781.8195
           7         103       849.7793
           7         104       925.3419
           7         105      1118.3984
           7         106      1388.4033
           7         107      1263.2314
           7         108      1009.8580
           7         109      1167.1467
           7         110      1414.6571
           7         111      1657.6786
           7         112      2008.1057
           7         113      2247.3979
           7         114      2268.5688
           7         115      2188.4907
           7         116      2114.9211
           7         117      2021.0237
           7         118      1846.3826
           7         119      1654.7391
           7         120      1456.7036
           7         121      1269.1807
           7         122      1204.7826
           7         123      1184.7075
           7         124      1171.6812
           7         125      1184.6499
           7         126      1098.1978
           7         127       921.0974
           7         128       751.8809
           7         129       590.3699
           7         130       515.4856
           8           1         0.0000
           8           2         0.0000
           8           3         0.0000
           8           4         0.0000
           8           5         0.0000
           8           6         0.0000
           8           7         0.0000
           8           8         0.0000
           8           9         0.0000
           8          10         0.0000
           8          11         0.0000
           8          12         0.0000
           8          13         0.0000
           8          14         0.0000
           8          15         0.0000
           8          16         0.0000
           8          17         0.0000
           8          18         0.0000
           8          19         0.0000
           8          20         0.0000
           8          21         6.8703
           8          22        17.2621
           8          23         6.7845
           8          24         0.0000
           8          25         0.0080
           8          26         0.0000
           8          27         0.0000
           8          28         0.0000
           8          29         0.0000
           8          30         0.0000
           8          31         0.0000
           8          32         0.0000
           8          33         0.0000
           8          34         0.0000
           8          35         0.0000
           8          36         0.0000
           8          37         0.0000
           8          38         0.0000
           8          39         0.0000
           8          40         0.0000
           8          41         0.0000
           8          42         0.0000
           8          43         0.0000
           8          44         0.0000
           8          45         0.0000
           8          46         0.0000
