      Water   EvNeedl      EvBroad   DecNeedl  DecBroad   MixedFor  ClosShrub OpenShrub WoodSav   Savanna   Grassland  Wetland   Cropland   Urban  Crop_NatVeg Snow_Ice Bar_SparVeg  
Water    1.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0	
Decid    0.0       0.0       1.0       1.0       1.0       0.5       0.0       0.0       0.5       0.3       0.0       0.0       0.0       0.0       0.0       0.0       0.0	
Conif    0.0       1.0       0.0       0.0       0.0       0.5       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0	
Grass    0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.4       1.0       0.0       0.0       0.0       0.5       0.0       0.0	
Scrabs   0.0       0.0       0.0       0.0       0.0       0.0       1.0       1.0       0.5       0.3       0.0       0.0       0.0       0.0       0.0       0.0       0.0	
Arable   0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.5       0.0       0.0	
Bare     0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0       0.0       1.0	
Urban    0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0       0.0       0.0	
Glacier  0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       0.0       1.0       0.0	 
