 Substance:    Pb        
 Grid Type: GLOB_3x3
 Source: FOREGS
 TimeResol: yearly
 Period: 2016
 Units: mg/kg
 LU number:     3
 LU types: BRN, URB, ARB
  
 i       j       Barren         Urban           Arable
  36    11    0.000000E+00  0.000000E+00  0.000000E+00
  36    12    0.000000E+00  0.000000E+00  0.000000E+00
  36    13    0.150632E+03  0.560347E+02  0.138068E+02
  36    14    0.212853E+03  0.886873E+02  0.143833E+02
  36    15    0.247446E+03  0.106433E+03  0.132132E+02
  36    16    0.258425E+03  0.255788E+03  0.177958E+02
  36    17    0.344359E+03  0.123674E+03  0.192997E+02
  36    18    0.110068E+03  0.957989E+02  0.167011E+02
  36    19    0.134962E+03  0.992363E+02  0.138839E+02
  36    20    0.000000E+00  0.000000E+00  0.000000E+00
  36    21    0.000000E+00  0.000000E+00  0.000000E+00
  36    22    0.000000E+00  0.000000E+00  0.000000E+00
  36    23    0.000000E+00  0.000000E+00  0.000000E+00
  36    24    0.000000E+00  0.000000E+00  0.000000E+00
  36    25    0.101747E+03  0.570129E+02  0.223084E+02
  36    26    0.277472E+03  0.147595E+03  0.277311E+02
  36    27    0.164353E+03  0.110000E+02  0.153917E+02
  36    28    0.110000E+02  0.922740E+02  0.170007E+02
  36    29    0.110000E+02  0.132300E+03  0.110000E+02
  36    30    0.110000E+02  0.110000E+02  0.110000E+02
  36    31    0.110005E+02  0.110005E+02  0.110005E+02
  36    32    0.110024E+02  0.247133E+03  0.217528E+02
  36    33    0.319575E+03  0.239224E+03  0.205998E+02
  36    34    0.230083E+03  0.204188E+03  0.168454E+02
  36    35    0.819784E+02  0.110000E+02  0.110000E+02
  36    36    0.000000E+00  0.000000E+00  0.000000E+00
  36    37    0.241899E+03  0.288481E+03  0.216808E+02
  36    38    0.277905E+03  0.110842E+02  0.227622E+02
  36    39    0.110396E+02  0.110396E+02  0.110396E+02
  36    40    0.000000E+00  0.000000E+00  0.000000E+00
  36    41    0.000000E+00  0.000000E+00  0.000000E+00
  36    42    0.000000E+00  0.000000E+00  0.000000E+00
  36    43    0.231511E+03  0.159142E+03  0.110000E+02
  36    44    0.248772E+03  0.123256E+03  0.193224E+02
  36    45    0.110000E+02  0.153134E+03  0.230933E+02
  36    46    0.345666E+03  0.143492E+03  0.242729E+02
  36    47    0.290137E+03  0.984139E+02  0.212839E+02
  36    48    0.406903E+03  0.110000E+02  0.110000E+02
  36    49    0.432161E+03  0.110031E+02  0.110031E+02
  36    50    0.123764E+03  0.110084E+02  0.110084E+02
  36    51    0.819335E+02  0.110065E+02  0.110065E+02
  36    52    0.713695E+02  0.110722E+02  0.110722E+02
  36    53    0.848774E+02  0.110070E+02  0.110070E+02
  36    54    0.171519E+03  0.110000E+02  0.110000E+02
  36    55    0.199288E+03  0.110000E+02  0.110000E+02
  36    56    0.131319E+03  0.117317E+02  0.117317E+02
  36    57    0.120508E+03  0.111102E+02  0.111102E+02
  36    58    0.156700E+03  0.110098E+02  0.110098E+02
  36    59    0.110000E+02  0.110000E+02  0.110000E+02
  36    60    0.000000E+00  0.000000E+00  0.000000E+00
  37     1    0.000000E+00  0.000000E+00  0.000000E+00
  37     2    0.000000E+00  0.000000E+00  0.000000E+00
  37     3    0.000000E+00  0.000000E+00  0.000000E+00
  37     4    0.000000E+00  0.000000E+00  0.000000E+00
  37     5    0.000000E+00  0.000000E+00  0.000000E+00
  37     6    0.000000E+00  0.000000E+00  0.000000E+00
  37     7    0.000000E+00  0.000000E+00  0.000000E+00
  37     8    0.000000E+00  0.000000E+00  0.000000E+00
  37     9    0.000000E+00  0.000000E+00  0.000000E+00
  37    10    0.000000E+00  0.000000E+00  0.000000E+00
  37    11    0.000000E+00  0.000000E+00  0.000000E+00
  37    12    0.126744E+03  0.110119E+02  0.110119E+02
  37    13    0.141307E+03  0.540103E+02  0.110017E+02
  37    14    0.170262E+03  0.288128E+02  0.110000E+02
  37    15    0.212009E+03  0.493247E+02  0.136569E+02
  37    16    0.358001E+03  0.795238E+02  0.132998E+02
  37    17    0.499012E+03  0.888271E+02  0.110000E+02
  37    18    0.388367E+03  0.940334E+02  0.161700E+02
  37    19    0.483526E+03  0.142017E+03  0.197196E+02
  37    20    0.343863E+03  0.121152E+03  0.192276E+02
  37    21    0.171227E+03  0.632731E+02  0.192606E+02
  37    22    0.105024E+03  0.401600E+02  0.110000E+02
  37    23    0.133983E+03  0.525687E+02  0.110000E+02
  37    24    0.119441E+03  0.438526E+02  0.110000E+02
  37    25    0.266846E+03  0.986917E+02  0.365239E+02
  37    26    0.332031E+03  0.113014E+03  0.256528E+02
  37    27    0.110000E+02  0.110000E+02  0.110000E+02
  37    28    0.110000E+02  0.110000E+02  0.110000E+02
  37    29    0.110000E+02  0.110000E+02  0.110000E+02
  37    30    0.110000E+02  0.110000E+02  0.110000E+02
  37    31    0.110000E+02  0.110000E+02  0.110000E+02
  37    32    0.716360E+02  0.110000E+02  0.162500E+02
  37    33    0.605597E+02  0.171256E+03  0.169319E+02
  37    34    0.210086E+03  0.157794E+03  0.304680E+02
  37    35    0.110429E+03  0.750774E+02  0.110008E+02
  37    36    0.000000E+00  0.000000E+00  0.000000E+00
  37    37    0.296603E+03  0.194476E+03  0.200158E+02
  37    38    0.246710E+03  0.110019E+02  0.110019E+02
  37    39    0.000000E+00  0.000000E+00  0.000000E+00
  37    40    0.000000E+00  0.000000E+00  0.000000E+00
  37    41    0.000000E+00  0.000000E+00  0.000000E+00
  37    42    0.000000E+00  0.000000E+00  0.000000E+00
  37    43    0.000000E+00  0.000000E+00  0.000000E+00
  37    44    0.208258E+03  0.123490E+03  0.168753E+02
  37    45    0.224968E+03  0.123614E+03  0.190501E+02
  37    46    0.110134E+02  0.119738E+03  0.292180E+02
  37    47    0.378366E+03  0.930500E+02  0.230908E+02
  37    48    0.643800E+03  0.110000E+02  0.110000E+02
  37    49    0.685343E+03  0.110001E+02  0.110001E+02
  37    50    0.114176E+03  0.110052E+02  0.110052E+02
  37    51    0.889260E+02  0.110128E+02  0.110128E+02
  37    52    0.748976E+02  0.110424E+02  0.110424E+02
  37    53    0.126259E+03  0.110034E+02  0.110034E+02
  37    54    0.173909E+03  0.110000E+02  0.110000E+02
  37    55    0.110000E+02  0.110000E+02  0.110000E+02
  37    56    0.142428E+03  0.117317E+02  0.117317E+02
  37    57    0.101780E+03  0.112702E+02  0.112702E+02
  37    58    0.149026E+03  0.110712E+02  0.110712E+02
  37    59    0.110000E+02  0.110000E+02  0.110000E+02
  37    60    0.000000E+00  0.000000E+00  0.000000E+00
  38     1    0.000000E+00  0.000000E+00  0.000000E+00
  38     2    0.000000E+00  0.000000E+00  0.000000E+00
  38     3    0.000000E+00  0.000000E+00  0.000000E+00
  38     4    0.000000E+00  0.000000E+00  0.000000E+00
  38     5    0.000000E+00  0.000000E+00  0.000000E+00
  38     6    0.000000E+00  0.000000E+00  0.000000E+00
  38     7    0.000000E+00  0.000000E+00  0.000000E+00
  38     8    0.000000E+00  0.000000E+00  0.000000E+00
  38     9    0.000000E+00  0.000000E+00  0.000000E+00
  38    10    0.000000E+00  0.000000E+00  0.000000E+00
  38    11    0.000000E+00  0.000000E+00  0.000000E+00
  38    12    0.165479E+03  0.872133E+02  0.113481E+02
  38    13    0.132007E+03  0.420880E+02  0.110103E+02
  38    14    0.160985E+03  0.753354E+02  0.110000E+02
  38    15    0.270414E+03  0.574749E+02  0.110000E+02
  38    16    0.552078E+03  0.187275E+03  0.110000E+02
  38    17    0.423804E+03  0.117046E+03  0.220799E+02
  38    18    0.509380E+03  0.118799E+03  0.260610E+02
  38    19    0.506612E+03  0.157021E+03  0.324811E+02
  38    20    0.312302E+03  0.129887E+03  0.271358E+02
  38    21    0.288445E+03  0.114906E+03  0.170917E+02
  38    22    0.234288E+03  0.119851E+03  0.240766E+02
  38    23    0.331423E+03  0.110042E+03  0.110000E+02
  38    24    0.418864E+03  0.908761E+02  0.262945E+02
  38    25    0.336615E+03  0.110609E+03  0.305618E+02
  38    26    0.139568E+03  0.110000E+02  0.110000E+02
  38    27    0.110000E+02  0.117524E+03  0.141028E+02
  38    28    0.110000E+02  0.110000E+02  0.110000E+02
  38    29    0.110000E+02  0.141978E+03  0.110000E+02
  38    30    0.110000E+02  0.110000E+02  0.110000E+02
  38    31    0.110000E+02  0.110000E+02  0.110000E+02
  38    32    0.110000E+02  0.760035E+02  0.110000E+02
  38    33    0.422422E+02  0.942978E+02  0.187925E+02
  38    34    0.145602E+03  0.136565E+03  0.272186E+02
  38    35    0.107128E+03  0.941583E+02  0.110332E+02
  38    36    0.000000E+00  0.000000E+00  0.000000E+00
  38    37    0.110000E+02  0.101330E+03  0.152419E+02
  38    38    0.000000E+00  0.000000E+00  0.000000E+00
  38    39    0.000000E+00  0.000000E+00  0.000000E+00
  38    40    0.000000E+00  0.000000E+00  0.000000E+00
  38    41    0.000000E+00  0.000000E+00  0.000000E+00
  38    42    0.000000E+00  0.000000E+00  0.000000E+00
  38    43    0.000000E+00  0.000000E+00  0.000000E+00
  38    44    0.000000E+00  0.000000E+00  0.000000E+00
  38    45    0.113608E+02  0.122994E+03  0.157080E+02
  38    46    0.111364E+02  0.135253E+03  0.228544E+02
  38    47    0.382804E+03  0.912858E+02  0.219180E+02
  38    48    0.326873E+03  0.104162E+03  0.110000E+02
  38    49    0.211260E+03  0.110003E+02  0.110003E+02
  38    50    0.164151E+03  0.110927E+02  0.110927E+02
  38    51    0.165072E+03  0.110392E+02  0.110392E+02
  38    52    0.155880E+03  0.110021E+02  0.110021E+02
  38    53    0.195061E+03  0.110002E+02  0.110002E+02
  38    54    0.158233E+03  0.110000E+02  0.110000E+02
  38    55    0.000000E+00  0.000000E+00  0.000000E+00
  38    56    0.000000E+00  0.000000E+00  0.000000E+00
  38    57    0.000000E+00  0.000000E+00  0.000000E+00
  38    58    0.131684E+03  0.111629E+02  0.111629E+02
  38    59    0.000000E+00  0.000000E+00  0.000000E+00
  38    60    0.000000E+00  0.000000E+00  0.000000E+00
  39     1    0.000000E+00  0.000000E+00  0.000000E+00
  39     2    0.000000E+00  0.000000E+00  0.000000E+00
  39     3    0.000000E+00  0.000000E+00  0.000000E+00
  39     4    0.000000E+00  0.000000E+00  0.000000E+00
  39     5    0.000000E+00  0.000000E+00  0.000000E+00
  39     6    0.000000E+00  0.000000E+00  0.000000E+00
  39     7    0.000000E+00  0.000000E+00  0.000000E+00
  39     8    0.000000E+00  0.000000E+00  0.000000E+00
  39     9    0.000000E+00  0.000000E+00  0.000000E+00
  39    10    0.000000E+00  0.000000E+00  0.000000E+00
  39    11    0.000000E+00  0.000000E+00  0.000000E+00
  39    12    0.110000E+02  0.110000E+02  0.110000E+02
  39    13    0.110018E+02  0.110018E+02  0.110018E+02
  39    14    0.000000E+00  0.000000E+00  0.000000E+00
  39    15    0.163651E+03  0.110000E+02  0.110000E+02
  39    16    0.237399E+03  0.660621E+02  0.163771E+02
  39    17    0.339011E+03  0.121377E+03  0.179084E+02
  39    18    0.507514E+03  0.148711E+03  0.206737E+02
  39    19    0.117568E+03  0.137282E+03  0.255498E+02
  39    20    0.620773E+03  0.147908E+03  0.249265E+02
  39    21    0.624538E+03  0.131505E+03  0.225761E+02
  39    22    0.285448E+03  0.135910E+03  0.228999E+02
  39    23    0.333262E+03  0.111105E+03  0.260827E+02
  39    24    0.456385E+03  0.106129E+03  0.334419E+02
  39    25    0.792690E+02  0.102438E+03  0.273930E+02
  39    26    0.110000E+02  0.925602E+02  0.110000E+02
  39    27    0.110000E+02  0.142036E+03  0.110000E+02
  39    28    0.149298E+03  0.107812E+03  0.110000E+02
  39    29    0.110000E+02  0.110000E+02  0.110000E+02
  39    30    0.110000E+02  0.110000E+02  0.110000E+02
  39    31    0.110000E+02  0.110000E+02  0.110000E+02
  39    32    0.108787E+03  0.110000E+02  0.110000E+02
  39    33    0.871917E+02  0.726637E+02  0.135151E+02
  39    34    0.992670E+02  0.843477E+02  0.195495E+02
  39    35    0.110000E+02  0.110000E+02  0.110000E+02
  39    36    0.000000E+00  0.000000E+00  0.000000E+00
  39    37    0.112146E+03  0.884563E+02  0.146269E+02
  39    38    0.000000E+00  0.000000E+00  0.000000E+00
  39    39    0.000000E+00  0.000000E+00  0.000000E+00
  39    40    0.000000E+00  0.000000E+00  0.000000E+00
  39    41    0.000000E+00  0.000000E+00  0.000000E+00
  39    42    0.110000E+02  0.110000E+02  0.110000E+02
  39    43    0.000000E+00  0.000000E+00  0.000000E+00
  39    44    0.000000E+00  0.000000E+00  0.000000E+00
  39    45    0.110000E+02  0.118521E+03  0.187413E+02
  39    46    0.424698E+03  0.112767E+03  0.207198E+02
  39    47    0.443726E+03  0.110317E+02  0.174776E+02
  39    48    0.680086E+03  0.110013E+02  0.110013E+02
  39    49    0.202533E+03  0.110003E+02  0.110003E+02
  39    50    0.152701E+03  0.111347E+02  0.111347E+02
  39    51    0.235615E+03  0.112607E+02  0.112607E+02
  39    52    0.213737E+03  0.111342E+02  0.111342E+02
  39    53    0.207605E+03  0.110130E+02  0.110130E+02
  39    54    0.110000E+02  0.110000E+02  0.110000E+02
  39    55    0.000000E+00  0.000000E+00  0.000000E+00
  39    56    0.187016E+03  0.117317E+02  0.117317E+02
  39    57    0.000000E+00  0.000000E+00  0.000000E+00
  39    58    0.131657E+03  0.111330E+02  0.111330E+02
  39    59    0.000000E+00  0.000000E+00  0.000000E+00
  39    60    0.000000E+00  0.000000E+00  0.000000E+00
  40     1    0.000000E+00  0.000000E+00  0.000000E+00
  40     2    0.000000E+00  0.000000E+00  0.000000E+00
  40     3    0.000000E+00  0.000000E+00  0.000000E+00
  40     4    0.000000E+00  0.000000E+00  0.000000E+00
  40     5    0.000000E+00  0.000000E+00  0.000000E+00
  40     6    0.000000E+00  0.000000E+00  0.000000E+00
  40     7    0.000000E+00  0.000000E+00  0.000000E+00
  40     8    0.000000E+00  0.000000E+00  0.000000E+00
  40     9    0.000000E+00  0.000000E+00  0.000000E+00
  40    10    0.000000E+00  0.000000E+00  0.000000E+00
  40    11    0.000000E+00  0.000000E+00  0.000000E+00
  40    12    0.000000E+00  0.000000E+00  0.000000E+00
  40    13    0.104744E+03  0.113759E+02  0.113759E+02
  40    14    0.110000E+02  0.110000E+02  0.110000E+02
  40    15    0.000000E+00  0.000000E+00  0.000000E+00
  40    16    0.000000E+00  0.000000E+00  0.000000E+00
  40    17    0.309878E+03  0.113061E+03  0.206719E+02
  40    18    0.464782E+03  0.152265E+03  0.210280E+02
  40    19    0.148158E+03  0.161773E+03  0.242542E+02
  40    20    0.118146E+03  0.145059E+03  0.237304E+02
  40    21    0.110000E+02  0.133113E+03  0.246906E+02
  40    22    0.110000E+02  0.229157E+03  0.359098E+02
  40    23    0.159953E+03  0.128428E+03  0.147930E+02
  40    24    0.229311E+03  0.110000E+02  0.198598E+02
  40    25    0.110000E+02  0.267955E+03  0.290373E+02
  40    26    0.110000E+02  0.957653E+02  0.209920E+02
  40    27    0.110000E+02  0.168179E+03  0.110000E+02
  40    28    0.110000E+02  0.110000E+02  0.110000E+02
  40    29    0.110000E+02  0.105674E+03  0.110000E+02
  40    30    0.110000E+02  0.100456E+03  0.110000E+02
  40    31    0.110000E+02  0.850804E+02  0.110000E+02
  40    32    0.110000E+02  0.150459E+03  0.140083E+02
  40    33    0.197433E+03  0.873263E+02  0.110000E+02
  40    34    0.110000E+02  0.112707E+03  0.131739E+02
  40    35    0.110000E+02  0.884911E+02  0.175559E+02
  40    36    0.157699E+03  0.741438E+02  0.174826E+02
  40    37    0.260553E+03  0.110404E+02  0.110404E+02
  40    38    0.000000E+00  0.000000E+00  0.000000E+00
  40    39    0.000000E+00  0.000000E+00  0.000000E+00
  40    40    0.000000E+00  0.000000E+00  0.000000E+00
  40    41    0.000000E+00  0.000000E+00  0.000000E+00
  40    42    0.000000E+00  0.000000E+00  0.000000E+00
  40    43    0.000000E+00  0.000000E+00  0.000000E+00
  40    44    0.000000E+00  0.000000E+00  0.000000E+00
  40    45    0.000000E+00  0.000000E+00  0.000000E+00
  40    46    0.537562E+03  0.144608E+03  0.210416E+02
  40    47    0.278603E+03  0.110795E+02  0.110795E+02
  40    48    0.178032E+03  0.110005E+02  0.110005E+02
  40    49    0.156979E+03  0.110000E+02  0.110000E+02
  40    50    0.138969E+03  0.110032E+02  0.110032E+02
  40    51    0.115705E+02  0.115705E+02  0.115705E+02
  40    52    0.197150E+03  0.115017E+02  0.115017E+02
  40    53    0.230644E+03  0.112387E+02  0.112387E+02
  40    54    0.000000E+00  0.000000E+00  0.000000E+00
  40    55    0.000000E+00  0.000000E+00  0.000000E+00
  40    56    0.000000E+00  0.000000E+00  0.000000E+00
  40    57    0.000000E+00  0.000000E+00  0.000000E+00
  40    58    0.115739E+03  0.110000E+02  0.110000E+02
  40    59    0.000000E+00  0.000000E+00  0.000000E+00
  40    60    0.000000E+00  0.000000E+00  0.000000E+00
  41     1    0.000000E+00  0.000000E+00  0.000000E+00
  41     2    0.000000E+00  0.000000E+00  0.000000E+00
  41     3    0.000000E+00  0.000000E+00  0.000000E+00
  41     4    0.000000E+00  0.000000E+00  0.000000E+00
  41     5    0.000000E+00  0.000000E+00  0.000000E+00
  41     6    0.000000E+00  0.000000E+00  0.000000E+00
  41     7    0.000000E+00  0.000000E+00  0.000000E+00
  41     8    0.000000E+00  0.000000E+00  0.000000E+00
  41     9    0.000000E+00  0.000000E+00  0.000000E+00
  41    10    0.000000E+00  0.000000E+00  0.000000E+00
  41    11    0.000000E+00  0.000000E+00  0.000000E+00
  41    12    0.000000E+00  0.000000E+00  0.000000E+00
  41    13    0.944731E+02  0.111603E+02  0.111603E+02
  41    14    0.110000E+02  0.110000E+02  0.110000E+02
  41    15    0.000000E+00  0.000000E+00  0.000000E+00
  41    16    0.000000E+00  0.000000E+00  0.000000E+00
  41    17    0.000000E+00  0.000000E+00  0.000000E+00
  41    18    0.291595E+03  0.115402E+03  0.190819E+02
  41    19    0.134775E+03  0.125282E+03  0.189779E+02
  41    20    0.144270E+03  0.127837E+03  0.174599E+02
  41    21    0.105465E+03  0.138239E+03  0.191606E+02
  41    22    0.110000E+02  0.153102E+03  0.197400E+02
  41    23    0.110000E+02  0.244155E+03  0.139676E+02
  41    24    0.110000E+02  0.153657E+03  0.135540E+02
  41    25    0.110000E+02  0.164408E+03  0.215040E+02
  41    26    0.110000E+02  0.262346E+03  0.245910E+02
  41    27    0.110000E+02  0.110000E+02  0.135750E+02
  41    28    0.110000E+02  0.110000E+02  0.110000E+02
  41    29    0.110000E+02  0.108237E+03  0.110000E+02
  41    30    0.110000E+02  0.203572E+03  0.110000E+02
  41    31    0.110000E+02  0.110000E+02  0.110000E+02
  41    32    0.110083E+02  0.111074E+03  0.222046E+02
  41    33    0.110101E+02  0.150977E+03  0.296741E+02
  41    34    0.110000E+02  0.110000E+02  0.110000E+02
  41    35    0.110000E+02  0.732383E+02  0.195476E+02
  41    36    0.110000E+02  0.110000E+02  0.110000E+02
  41    37    0.000000E+00  0.000000E+00  0.000000E+00
  41    38    0.000000E+00  0.000000E+00  0.000000E+00
  41    39    0.000000E+00  0.000000E+00  0.000000E+00
  41    40    0.000000E+00  0.000000E+00  0.000000E+00
  41    41    0.000000E+00  0.000000E+00  0.000000E+00
  41    42    0.000000E+00  0.000000E+00  0.000000E+00
  41    43    0.000000E+00  0.000000E+00  0.000000E+00
  41    44    0.000000E+00  0.000000E+00  0.000000E+00
  41    45    0.267879E+03  0.110000E+02  0.110000E+02
  41    46    0.110022E+02  0.847902E+02  0.110022E+02
  41    47    0.272926E+03  0.122347E+03  0.110052E+02
  41    48    0.110011E+02  0.110011E+02  0.110011E+02
  41    49    0.323264E+03  0.110085E+02  0.110085E+02
  41    50    0.110000E+02  0.110000E+02  0.110000E+02
  41    51    0.000000E+00  0.000000E+00  0.000000E+00
  41    52    0.000000E+00  0.000000E+00  0.000000E+00
  41    53    0.000000E+00  0.000000E+00  0.000000E+00
  41    54    0.000000E+00  0.000000E+00  0.000000E+00
  41    55    0.000000E+00  0.000000E+00  0.000000E+00
  41    56    0.212644E+03  0.117317E+02  0.117317E+02
  41    57    0.000000E+00  0.000000E+00  0.000000E+00
  41    58    0.000000E+00  0.000000E+00  0.000000E+00
  41    59    0.000000E+00  0.000000E+00  0.000000E+00
  41    60    0.000000E+00  0.000000E+00  0.000000E+00
  42     1    0.000000E+00  0.000000E+00  0.000000E+00
  42     2    0.000000E+00  0.000000E+00  0.000000E+00
  42     3    0.000000E+00  0.000000E+00  0.000000E+00
  42     4    0.000000E+00  0.000000E+00  0.000000E+00
  42     5    0.000000E+00  0.000000E+00  0.000000E+00
  42     6    0.000000E+00  0.000000E+00  0.000000E+00
  42     7    0.000000E+00  0.000000E+00  0.000000E+00
  42     8    0.000000E+00  0.000000E+00  0.000000E+00
  42     9    0.000000E+00  0.000000E+00  0.000000E+00
  42    10    0.000000E+00  0.000000E+00  0.000000E+00
  42    11    0.000000E+00  0.000000E+00  0.000000E+00
  42    12    0.000000E+00  0.000000E+00  0.000000E+00
  42    13    0.000000E+00  0.000000E+00  0.000000E+00
  42    14    0.110000E+02  0.110000E+02  0.110000E+02
  42    15    0.000000E+00  0.000000E+00  0.000000E+00
  42    16    0.000000E+00  0.000000E+00  0.000000E+00
  42    17    0.000000E+00  0.000000E+00  0.000000E+00
  42    18    0.250506E+03  0.901223E+02  0.110000E+02
  42    19    0.167151E+03  0.109271E+03  0.129741E+02
  42    20    0.110000E+02  0.159657E+03  0.254138E+02
  42    21    0.250163E+03  0.214355E+03  0.249530E+02
  42    22    0.110000E+02  0.241781E+03  0.308573E+02
  42    23    0.110000E+02  0.209461E+03  0.299706E+02
  42    24    0.110000E+02  0.126058E+03  0.186323E+02
  42    25    0.110000E+02  0.149535E+03  0.231677E+02
  42    26    0.121194E+03  0.282015E+03  0.260637E+02
  42    27    0.110000E+02  0.103346E+03  0.285854E+02
  42    28    0.110000E+02  0.110000E+02  0.110000E+02
  42    29    0.110000E+02  0.127975E+03  0.110000E+02
  42    30    0.110000E+02  0.151723E+03  0.151164E+02
  42    31    0.110000E+02  0.110000E+02  0.110000E+02
  42    32    0.110374E+02  0.113352E+03  0.245407E+02
  42    33    0.115488E+02  0.115488E+02  0.115488E+02
  42    34    0.000000E+00  0.000000E+00  0.000000E+00
  42    35    0.000000E+00  0.000000E+00  0.000000E+00
  42    36    0.000000E+00  0.000000E+00  0.000000E+00
  42    37    0.000000E+00  0.000000E+00  0.000000E+00
  42    38    0.000000E+00  0.000000E+00  0.000000E+00
  42    39    0.000000E+00  0.000000E+00  0.000000E+00
  42    40    0.000000E+00  0.000000E+00  0.000000E+00
  42    41    0.000000E+00  0.000000E+00  0.000000E+00
  42    42    0.000000E+00  0.000000E+00  0.000000E+00
  42    43    0.000000E+00  0.000000E+00  0.000000E+00
  42    44    0.000000E+00  0.000000E+00  0.000000E+00
  42    45    0.000000E+00  0.000000E+00  0.000000E+00
  42    46    0.315566E+03  0.110000E+02  0.110000E+02
  42    47    0.204025E+03  0.142720E+03  0.110000E+02
  42    48    0.110028E+02  0.110028E+02  0.110028E+02
  42    49    0.113543E+02  0.113543E+02  0.113543E+02
  42    50    0.000000E+00  0.000000E+00  0.000000E+00
  42    51    0.000000E+00  0.000000E+00  0.000000E+00
  42    52    0.000000E+00  0.000000E+00  0.000000E+00
  42    53    0.000000E+00  0.000000E+00  0.000000E+00
  42    54    0.197400E+03  0.117317E+02  0.117317E+02
  42    55    0.156608E+03  0.117317E+02  0.117317E+02
  42    56    0.000000E+00  0.000000E+00  0.000000E+00
  42    57    0.000000E+00  0.000000E+00  0.000000E+00
  42    58    0.000000E+00  0.000000E+00  0.000000E+00
  42    59    0.000000E+00  0.000000E+00  0.000000E+00
  42    60    0.000000E+00  0.000000E+00  0.000000E+00
  43     1    0.000000E+00  0.000000E+00  0.000000E+00
  43     2    0.000000E+00  0.000000E+00  0.000000E+00
  43     3    0.000000E+00  0.000000E+00  0.000000E+00
  43     4    0.000000E+00  0.000000E+00  0.000000E+00
  43     5    0.000000E+00  0.000000E+00  0.000000E+00
  43     6    0.000000E+00  0.000000E+00  0.000000E+00
  43     7    0.000000E+00  0.000000E+00  0.000000E+00
  43     8    0.000000E+00  0.000000E+00  0.000000E+00
  43     9    0.000000E+00  0.000000E+00  0.000000E+00
  43    10    0.000000E+00  0.000000E+00  0.000000E+00
  43    11    0.000000E+00  0.000000E+00  0.000000E+00
  43    12    0.000000E+00  0.000000E+00  0.000000E+00
  43    13    0.000000E+00  0.000000E+00  0.000000E+00
  43    14    0.000000E+00  0.000000E+00  0.000000E+00
  43    15    0.000000E+00  0.000000E+00  0.000000E+00
  43    16    0.000000E+00  0.000000E+00  0.000000E+00
  43    17    0.000000E+00  0.000000E+00  0.000000E+00
  43    18    0.000000E+00  0.000000E+00  0.000000E+00
  43    19    0.377713E+03  0.135219E+03  0.250760E+02
  43    20    0.309823E+03  0.145337E+03  0.315653E+02
  43    21    0.321776E+03  0.229347E+03  0.250077E+02
  43    22    0.110000E+02  0.269828E+03  0.297563E+02
  43    23    0.375999E+03  0.251310E+03  0.278969E+02
  43    24    0.240434E+03  0.214768E+03  0.192769E+02
  43    25    0.000000E+00  0.000000E+00  0.000000E+00
  43    26    0.110000E+02  0.110000E+02  0.217652E+02
  43    27    0.110000E+02  0.110000E+02  0.325122E+02
  43    28    0.110000E+02  0.110000E+02  0.153706E+02
  43    29    0.101751E+03  0.127125E+03  0.110000E+02
  43    30    0.110000E+02  0.934959E+02  0.110000E+02
  43    31    0.110000E+02  0.701756E+02  0.110000E+02
  43    32    0.110046E+02  0.170457E+03  0.165044E+02
  43    33    0.110027E+02  0.110027E+02  0.110027E+02
  43    34    0.000000E+00  0.000000E+00  0.000000E+00
  43    35    0.000000E+00  0.000000E+00  0.000000E+00
  43    36    0.000000E+00  0.000000E+00  0.000000E+00
  43    37    0.000000E+00  0.000000E+00  0.000000E+00
  43    38    0.000000E+00  0.000000E+00  0.000000E+00
  43    39    0.000000E+00  0.000000E+00  0.000000E+00
  43    40    0.000000E+00  0.000000E+00  0.000000E+00
  43    41    0.000000E+00  0.000000E+00  0.000000E+00
  43    42    0.000000E+00  0.000000E+00  0.000000E+00
  43    43    0.000000E+00  0.000000E+00  0.000000E+00
  43    44    0.000000E+00  0.000000E+00  0.000000E+00
  43    45    0.000000E+00  0.000000E+00  0.000000E+00
  43    46    0.110000E+02  0.114513E+03  0.110000E+02
  43    47    0.110000E+02  0.110000E+02  0.110000E+02
  43    48    0.000000E+00  0.000000E+00  0.000000E+00
  43    49    0.000000E+00  0.000000E+00  0.000000E+00
  43    50    0.000000E+00  0.000000E+00  0.000000E+00
  43    51    0.000000E+00  0.000000E+00  0.000000E+00
  43    52    0.000000E+00  0.000000E+00  0.000000E+00
  43    53    0.000000E+00  0.000000E+00  0.000000E+00
  43    54    0.000000E+00  0.000000E+00  0.000000E+00
  43    55    0.000000E+00  0.000000E+00  0.000000E+00
  43    56    0.000000E+00  0.000000E+00  0.000000E+00
  43    57    0.000000E+00  0.000000E+00  0.000000E+00
  43    58    0.000000E+00  0.000000E+00  0.000000E+00
  43    59    0.000000E+00  0.000000E+00  0.000000E+00
  43    60    0.000000E+00  0.000000E+00  0.000000E+00
  44     1    0.000000E+00  0.000000E+00  0.000000E+00
  44     2    0.000000E+00  0.000000E+00  0.000000E+00
  44     3    0.000000E+00  0.000000E+00  0.000000E+00
  44     4    0.000000E+00  0.000000E+00  0.000000E+00
  44     5    0.000000E+00  0.000000E+00  0.000000E+00
  44     6    0.000000E+00  0.000000E+00  0.000000E+00
  44     7    0.000000E+00  0.000000E+00  0.000000E+00
  44     8    0.000000E+00  0.000000E+00  0.000000E+00
  44     9    0.000000E+00  0.000000E+00  0.000000E+00
